cerl_control_number|title|publication_year|language_primary|publication_place|publication_country|publisher
4952944|Makbet|1786|Czech|Prague|Czech Republic|v Jana Ferdynanda z Schönfeldu
4955674|Makbet|1786|Czech|Prague|Czech Republic|v Jana Ferdynanda z Schonfeldu
4964793|Hamlet, Prinz von Dännemark|1785|German|Prague|Czech Republic|gedruckt u. verlegt bey Joseph Eman. Diesbach
4965545|Prolegomena, &c|1799|English|Basel|Switzerland|Tourneisen
4966778|Shakspear's dramatische Werke|1817|German|Berlin|Germany|Realschulbuchhandlung
4966935|The dramatic works of William Shakspeare|1826|Undetermined|London|England|Whittingham
4968180|Romeo and Juliet. As you like it|1821|English|London|England|Rivington [u.a.]
4969227|Leben und Tod des Königs Lear. Ueber Leben und Tod des Königs Lear|1789|Undetermined|Mannheim|Germany|NA
4973960|Shakespear Theatralische Werke|1762|German|Zürich|Germany|Orell
4973997|Wilhelm Shakespears Schauspiele|1778|German|Frankfurt|Germany|Gegel;Levrault
4974091|The beauties of (William) Shakespeare|1830|English|London|England|Warne
4977093|Le Théâtre anglois|1746|French|London|England|NA
4977104|The dramatic works of Shakspeare|1802|English|London|England|Boydell [u.a.];Bulmer
4977528|Julius Cäsar. Romeo und Julie|1812|German|Vienna|Austria|Pichler
4977529|Hamlet. Wie es euch gefällt|1812|German|Vienna|Austria|Pichler
4977909|The Dramatic Works Of Shakspeare|1824|English|Leipzig|Germany|Fleischer
4977911|Shakespear's dramatische Werke|1825|German|Leipzig|Germany|Göschen
4977912|Shakespear's dramatische Werke|1826|German|Leipzig|Germany|Göschen
4977920|Shakespear|1796|German|Altona|Germany|Verlagsges;Ruff
4978376|Shakespeare's works|1786|English|London|England|Bell
4978549|The Plays of William Shakspeare|1803|English|London|England|Johnson [u.a.]
4978550|The Plays Of Shakspeare|1803|English|London|England|Johnson [u.a.]
4978731|The works of Shakespear|1771|English|Edinburgh|Scotland|Donaldson
4978739|Shakespeare|1779|French|Paris|France|Auteur
4979961|The Plays Of William Shakspeare|1826|English|London|England|Jones
4979969|König Richard der Dritte|1825|German|Vienna|Austria|Sollinger
4979971|Hamlet, Prinz von Dänemark|1825|German|Vienna|Austria|Sollinger
4979972|Coriolan|1825|German|Vienna|Austria|Sollinger
4979982|Hamlet, Prinz von Dännemark|1777|German|Augsburg|Germany|NA
4979998|Stormen|1818|Danish|Copenhagen|Denmark|Brünnich;Forfatterens
4983677|The late, and much admired play, called Pericles, Prince of Tyre|1609|English|London|England|Gosson
4987349|Mr. William Shakespeares Comedies, histories, and tragedies|1632|English|London|England|Printed by Tho. Cotes, for Robert Allot, and are to be sold at his shop at the signe of the blacke Beare in Pauls Church-yard
4987782|Shakspeare's Othello, the moor of Venice|1807|English|New York NY|USA|D. Longworth
4987930|The works of Shakespeare|1757|English|London|England|Printed for C. Hitch [etc.]
4988122|Shakespear's dramatische Werke|1825|German|Leipzig|Germany|Bei Georg Joachim Göschen
4993636|Much ado about nothing|1709|English|London|England|NA
4994364|Macbeth|1779|German|Frankfurt|Germany|verlegts Johann Gottlieb Garbe
4999231|The dramatic works of William Shakspeare|1830|English|London|England|Dove
5001971|The most excellent and lamentable tragedie, of Romeo and Iuliet|1599|English|London|England|printed by Thomas Creede, for Cuthbert Burby, and are to be sold at his shop neare the Exchange
5002462|King John|1746|English|Dublin|Ireland|P. Wilson
5002477|Poems on several occasions|1760|English|London|England|Sold by A. Murden, R. Newton, T. Davidson, C. Anderson, W. Nelson and S. Paterson
5006231|Schauspiele... übersetzt von Heinrich Voss und Abraham Voss... [Texte imprimé|1810|German|Tübingen|Germany|NA
5008165|The Works... in eight volumes... with a comment and notes critical and explanatory by Mr. Pope and Mr. Warburton [Texte imprimé|1747|English|London|England|NA
5008166|The Works... in eight volumes... with a comment and notes critical and explanatory by Mr. Pope and Mr. Warburton [Texte imprimé|1747|English|London|England|J. and P. Knapton
5008167|Tooneelspelen, met de bronwellen, en aantekeningen van verscheide beroemde sc̣hryveren naar het Engelsche en het Hoogduitsche vertaald... [Texte imprimé|1778|Dutch|Amsterdam|Netherlands|NA
5010804|Theatralische Werke aus dem Englischen übersezt... [Texte imprimé|1762|German|Leipzig|Germany|NA
5010805|Theatralische Werke aus dem Englischen übersezt... [Texte imprimé|1762|German|Zürich|Germany|NA
5013337|Tragiske Vaerker, oversatte af Peter Foersom,... [og P. F. Wulff,...] [Texte imprimé|1811|Danish|Copenhagen|Denmark|NA
5023721|Twelfth night... [Texte imprimé|1652|English|Cambridge|England|NA
5027921|William Shakspeare's Hamlet Prince Of Denmark|1820|English|Leipzig|Germany|Kersten
5027947|The works of Shakespear [Texte imprimé|1747|English|London|England|NA
5027948|Theatralische Werke [Texte imprimé|1762|German|Zürich|Germany|NA
5027949|Hamlet [Texte imprimé|1770|French|Paris|France|Gogué
5027950|William Shakespear's Schauspiele [Texte imprimé|1775|German|Zürich|Germany|Orell, Gessner, Füesslin und Compagnie
5027951|Willhelm Shakespears Schauspiele [Texte imprimé|1778|German|Strasbourg|France|Levrault
5027952|König Lear [Texte imprimé|1780|German|Vienna|Austria|NA
5027953|Willhelm Shakespears Schauspiele [Texte imprimé|1778|German|Mannheim|Germany|Levrault
5027954|Hamlet, Prinz von Dännemark [Texte imprimé|1784|German|Hamburg|Germany|Herold
5027955|Hamlet, Prince of Denmark [Texte imprimé|1784|English|Göttingen|Germany|Bossiegel
5027956|Hamlet [Texte imprimé|1785|English|London|England|Bell
5027957|Romeo and Juliet [Texte imprimé|1785|English|London|England|Printed for, and under the direction of, John Bell, British-Library, Strand
5027958|Taming of the shrew [Texte imprimé|1785|English|London|England|Printed for, and under the direction of, John Bell, British-Library, Strand, bookseller to His Royal Highness the Prince of Wales
5027959|Julius Cäsar oder die Verschwörung des Brutus [Texte imprimé|1785|German|Mannheim|Germany|Schwan
5027960|King Henry the Eighth [Texte imprimé|1786|English|London|England|NA
5027963|The Tempest [Texte imprimé|1788|English|London|England|Bell
5027964|Bell's Edition of Shakespere [Texte imprimé|1793|English|London|England|NA
5027965|Hamlet, Prinz von Dänemark [Texte imprimé|1795|German|Berlin|Germany|Voss
5027966|Shakspeare's dramatische Werke [Texte imprimé|1797|German|Berlin|Germany|Unger
5027967|William Shakespeare's Schauspiele [Texte imprimé|1798|German|Zürich|Germany|Orell, Gessner, Füssli & Cie
5027968|King John [Texte imprimé|1799|English|London|England|E. Harding [etc.]
5027969|The Plays [Texte imprimé|1799|English|Basel|Switzerland|Tourneisen
5027970|The Tragedy of Macbeth ... [Texte imprimé|1806|English|Leipzig|Germany|G. Fleischer the Younger
5027971|The plays [Texte imprimé|1806|English|London|England|Kearsley
5027972|William Shakspeare's selected plays [Texte imprimé|1809|English|Avignon|France|Seguin
5027973|William Shakspeare's selected plays [Texte imprimé|1809|English|Avignon|France|Seguin
5027974|William Shakspeare's selected plays [Texte imprimé|1809|English|Avignon|France|Seguin
5027975|The Plays of William Shakspeare [Texte imprimé|1811|English|London|England|Nichols and Son
5027976|The Plays of Wiliam Shakespeare [Texte imprimé|1804|English|Leipzig|Germany|Fleischer
5027983|King Richard III. [Texte imprimé|1814|English|London|England|J. Roach
5028188|Hamlet [Texte imprimé|1815|German|Leipzig|Germany|F. A. Brockhaus
5028654|Schauspiele [Texte imprimé|1815|German|Tübingen|Germany|Cotta
5028656|Shakspeare's Romeo und Julia [Texte imprimé|1818|German|Leipzig|Germany|Brockhaus
5028658|Shakespeare's Schauspiele [Texte imprimé|1818|German|Leipzig|Germany|Brockhaus
5028659|Shakespeare's Sonnette [Texte imprimé|1820|German|Berlin|Germany|Reimer
5028661|Will. Shakespeare's Timon von Athen [Texte imprimé|1821|German|Zwickau|NA|NA
5028664|Dramatic works [Texte imprimé|1823|English|London|England|NA
5028666|Will. Shakspeare's Troilus und Cressida [Texte imprimé|1824|German|Berlin|Germany|Duncker und Humblot
5028673|Othello [Texte imprimé|1824|German|Gotha|Germany|Hennings
5028675|The Dramatic works of Shakspeare printed from the text of Samuel Johnson, George Steevens and Isaac Reed, complete in one volume [Texte imprimé|1824|English|Leipzic|NA|E. Fleisher
5028680|Die Irrungen, Lustspiel von Shakespeare [Texte imprimé|1825|German|Gotha|Germany|Hennings
5028687|The First edition of the tragedy of Hamlet [Texte imprimé|1825|English|London|England|Payne and Foss
5028691|Shakspeare's dramatische Werke [Texte imprimé|1825|German|Berlin|Germany|Reimer
5028695|An appendix to Shakespeare's dramatic works [Texte imprimé|1826|English|Leipzig|Germany|Fleischer
5028698|Will. Shakespeares Macbeth [Texte imprimé|1826|German|Berlin|Germany|Duncker u. Humblot
5028722|The Dramatic Works Of William Shakspeare|1829|English|Frankfurt|Germany|Brönner
5028727|King Henry IV [Texte imprimé|1830|German|Leipzig|Germany|Baumgärtner's Buchh
5028731|Shakspeare's dramatische Werke [Texte imprimé|1830|German|Berlin|Germany|NA
5028735|Much ado about nothing [Texte imprimé|1823|English|London|England|Published for the Proprietors, by W. Simpkin and R. Marshall, and C. Chapple
5028954|Merry Wives of Windsor [Texte imprimé|1788|English|London|England|Bell
5029026|William Shakspeare's selected plays [Texte imprimé|1809|English|Avignon|France|Seguin
5035131|Macbeth [Texte imprimé|1785|English|London|England|J. Bell
5041747|The plays of William Shakspeare accurately printed from the Text of the corrected copy left... William Shakespeare by George Steevens|1805|English|London|England|Rivington
5041748|Shakespeare traduit de l'anglois dédié au Roi William Shakespeare [Texte imprimé|1776|French|Paris|France|La veuve Duchesne
5044918|Willhelm Shakespears Schauspiele. Erster Band|1785|German|Prague|Czech Republic|gedruckt u. verlegt bey Joseph Eman. Diesbach, in der Altstadt auf den kleinen Ringl. Nro. 225
5044919|Willhelm Schakespears Schauspiele. Zweiter Band|1785|German|Prague|Czech Republic|gedruckt u. verlegt bey Joseph Eman. Diesbach, in der Altstadt auf den kleinen Ringl. Nro. 225
5044920|Willhelm Schakespears Schauspiele. Dritter Band|1786|German|Prague|Czech Republic|gedruckt u. verlegt bey Joseph Emanuel Diesbach, in der Altstadt auf dem kleinen Ringl. Nro. 225
5064958|Die Verleumder|1796|German|Graz|NA|NA
5065663|The Plays of Wiliam Shakespeare|1810|English|Leipzig|Germany|Fleischer
5072071|Hamlet, prince of Denmark|1761|Undetermined|London|England|NA
5073359|König Heinrich V. König Heinrich VI. Erster Theil|1812|German|Vienna|Austria|Pichler
5073749|Venus und Adonis, Tarquin und Lucretia|1783|German|Halle|Germany|Gebauer
5074245|Shakspeare's Genius|1821|German|Vienna|Austria|Armbruster
5074295|Shakspeare's Romeo und Julia|1818|German|Leipzig|Germany|Brockhaus
5074381|The Plays of William Shakspeare|1811|English|London|England|Nichols and Son;Payne [u.a.];Rivington
5074383|The dramatic works of Shakespeare|1824|English|Leipzig|Germany|Fleischer
5074404|The Plays and Poems Of William Shakspeare|1821|English|London|England|Rivington [u.a.]
5074599|Willhelm Shakespears Schauspiele|1778|German|Mannheim|Germany|NA
5075381|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5075382|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5075404|The plays of William Shakspeare|1800|English|London|England|Bensley
5077035|The plays of William Shakspeare|1802|English|Basel|Switzerland|Tourneisen
5080030|Shakespeare|1782|French|Paris|France|L'Auteur [u.a.]
5083367|Coriolan. Trauerspiel von Shakspeare. Frei bearbeitet|1829|German|Gotha|Germany|Flinzer
5084065|Shakspeare's dramatische Werke|1797|German|Berlin|Germany|Hayn;Reimer;Unger
5094565|Shakspeare's dramatische Werke., 8. Th. 2. Th.: König Heinrich der Sechste|1801|German|Berlin|Germany|bei Johann Friedrich Unger
5106914|Macbeth, tragédie en vers et en 5 actes, remise au théâtre, le 1er Juin 1790, par M. Ducis,... [Texte imprimé|1790|French|Paris|France|impr. de P.-F. Gueppier
5112099|Galerie..., dessins pour ses oeuvres dramatiques gravés à l'eau forte... [Texte imprimé|1828|French|Paris|France|NA
5113671|Shakespeare plays...] [Texte imprimé|1785|English|London|England|NA
5113672|The dramatic works... in one volume... from the text of Samuel Johnson, George Steevens and Isaac Reed... [Texte imprimé|1824|English|Leipzig|Germany|NA
5117143|Miscellaneous pieces of ancient English poesie, viz. The Troublesome raigne of king John, written by Shakespeare, extant in no edition of his writings, The metamorphosis of Pigmalion's image, and certain Satyres, by John Marston, the Scourge of Villanie, by the same, all printed before the year 1600 [Texte imprimé|1764|English|London|England|NA
5119870|Galerie... [Texte imprimé|1828|French|Paris|France|NA
5120284|Theatralische Werke, aus dem Englischen übersetzt von... Wieland. I... [Texte imprimé|1762|German|Zürich|Germany|NA
5120776|The dramatic Works... in one volume... from the text of Samuel Johnson, George Steevens and Isaac Reed... [Texte imprimé|1824|English|Leipzig|Germany|NA
5122399|Shakspere. Quarto Facsimiles... [Texte imprimé|1594|English|London|England|NA
5122400|The Works of Mr. William Shakespear [sic] : in eight volumes. - Rev. and corr./with an account of the life and writing of the author by N. Rowe,... ; adorn'd with cutts [Texte imprimé|1714|English|London|England|NA
5122401|The Works of William Shakespear [sic] [Texte imprimé|1714|English|London|England|NA
5122402|The Works of William Shakespear [sic] [Texte imprimé|1714|English|London|England|NA
5122403|The Works of William Shakespear [sic] [Texte imprimé|1714|English|London|England|NA
5122404|The Works of William Shakespear [sic] [Texte imprimé|1714|English|London|England|NA
5122405|Mr. William Shakespeares Comedies, histories and tragedies... [Texte imprimé|1623|English|London|England|NA
5122406|Shakespear theatralische Werke, aus dem Englischen übersetzt von Herrn Wieland... [Texte imprimé|1762|German|Zürich|Germany|NA
5122408|Le Théâtre anglois [Texte imprimé|1745|French|Paris|France|NA
5122409|Le Théâtre anglois [traduit par Pierre-Antoine de La Place.] [Texte imprimé|1746|French|London|England|NA
5122410|Macbeth, ein Schauspiel nach Schakespear [übersetzt von G. A. Bürger] [Texte imprimé|1783|German|Göttingen|Germany|NA
5122411|Macbeth, ein Trauerspiel von Shakespear, zur Vorstellung auf dem Hoftheater zu Weimar eingerichtet von Schiller [Texte imprimé|1801|German|Tübingen|Germany|NA
5122412|Le More de Venise, Othello, tragédie traduite de Shakespeare, en vers français, par le Cte Alfred de Vigny... [Paris, Comédie-française, 24 octobre 1829.] [Texte imprimé|1830|French|Paris|France|NA
5127356|Der Sturm [Texte imprimé|1797|German|Gratz|NA|NA
5133939|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Prolegomena. Volume the first|1799|English|Basel|Switzerland|J.J. Tourneisen
5134193|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Prolegomena. Volume the second|1799|English|Basel|Switzerland|J.J. Tourneisen
5134194|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Prolegomena. Volume the third|1799|English|Basel|Switzerland|J.J. Tourneisen
5134195|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Glossarial index ; Tempest ; Two gentlemen of Verona. Volume the fourth|1799|English|Basel|Switzerland|J.J. Tourneisen
5134196|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Merry wives of Windsor ; Twelfth-night. Volume the fifth|1799|English|Basel|Switzerland|J.J. Tourneisen
5134197|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Measure for measure ; Much ado about nothing. Volume the sixth|1799|English|Basel|Switzerland|J.J. Tourneisen
5134198|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. A Midsummer-night's dream ; Love's labour's lost. Volume the seventh|1801|English|Basel|Switzerland|J.J. Tourneisen
5134200|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Merchant of Venice ; As you like it. Volume the eighth|1800|English|Basel|Switzerland|J.J. Tourneisen
5134203|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. All's well that ands well ; Taming of the shrew. Volume the ninth|1800|English|Basel|Switzerland|J.J. Tourneisen
5134205|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Winter's tale ; Comedy of errors. Volume the tenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134207|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. Macbeth. Volume the eleventh|1801|English|Basel|Switzerland|J.J. Tourneisen
5134208|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens. King Richard II ; King Henry IV. Part I. Volume the twelfth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134213|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  King Henry IV. Part II. ; King Henry V. Volume the thirteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134216|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  King Henry VI. Part I and II. Volume the fourteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134220|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  King Henry VI. Part III ; Dissertation, etc. ; King Richard III. Volume the fifteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134222|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  King Henry VIII ; Troilus and Cressida. Volume the sixteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134224|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Timon of Athens ; Coriolanus. Volume the seventeenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134226|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Julius Caesar ; Antony and Cleopatra. Volume the eighteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134228|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Cymbeline ; Titus Andronicus. Volume the nineteenth|1801|English|Basel|Switzerland|J.J. Tourneisen
5134230|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Pericles ; King Lear. Volume the twentieth|1802|English|Basel|Switzerland|J.J. Tourneisen
5134232|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Romeo and Juliet. Volume the twenty-first|1802|English|Basel|Switzerland|J.J. Tourneisen
5134233|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Hamlet. Volume the twenty-second|1802|English|Basel|Switzerland|J.J. Tourneisen
5134237|The Plays of William Shakespeare, with the corrections and illustrations of various commentators to wich are added notes by Samuel Johnson and George Steevens.  Othello. Volume the twenty-third|1802|English|Basel|Switzerland|J.J. Tourneisen
5139340|The works of Shakespeare : in eight volumes. Collated with the oldest copies, and corrected : with notes, explanatory, and critical : by Mr. Theobald. The second edition|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley, and E. New. MD CC XL
5139344|The works of Shakespeare : volume the second. Containing, Much ado about nothing. The merchant of Venice. Love's labour's lost. As you like it. Taming the shrew|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley and E. New. M DCC XL
5139428|The works of Shakespeare : volume the third. Containing, All's well, that ends well. Twelfth-night : or, what you will. The comedy of errors. The winter-night's tale. The life and death of king John|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley and E. New. M DCC XL
5139430|The works of Shakespeare : volume the fourth. Containing, King Richard II. King Henry IV. Part I. King Henry IV. Part II. King Henry V. King Henry VI. Part I|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley and E. New. M DCC XL
5139431|The works of Shakespeare : volume the fifth. Containing, King Henry VI. Part II. King Henry VI. Part III. King Richard III. King Henry VIII|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley and E. New. M DCC XL
5139436|The works of Shakespeare : volume the sixth. Containing, King Lear. Timon of Athens. Titus Andronicus. Macbeth. Coriolanus|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley and E. New. M DCC XL
5139439|The works of Shakespeare : volume the seventh. Containing, Julius Cæsar. Antony and Cleopatra. Cymbeline. Troilus and Cressida|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley, and E. New. MDCCXL
5139441|The works of Shakespeare : volume the eighth. Containing, Romeo and Juliet. Hamlet. Othello. An index|1740|English|London|England|C. Hitch, J. and R. Tonson, C. Corbet, R. and B. Wellington, J. Brindley, and E. New. M DCC XL
5146250|Kupec z Wenedyku, nebo Láska a Přátelstwo|1782|Czech|W gindřjcho hradcy|NA|wytisstěný v Jgnácya Wogtěcha Hilgartnera
5146251|Makbet Wůdce Ssottského Wogska|1782|Czech|W gindřjcho hradcy|NA|wytisstěný v Jgnácya Wogtěcha Hilgartnera
5147466|Shakspeare's dramatische Werke. Dritter Theil|1798|German|Berlin|Germany|bei Johann Friedrich Unger
5148738|Shakespeare Traduit De L'Anglois, Dédié Au Roi. Tome Second|1776|French|Paris|France|Chez La Veuve Duchesne, Libraire, rue Saint-Jacques ; Musier, Fils, rue du Foin-Saint-Jacques ; Nyon, rue Saint-Jean-de Beauvais ; La Combe, rue Christine ; Ruault, rue de la Harpe ; Le Jay, rue Saint-Jacques ; Clousier, rue Saint-Jacques
5148740|Shakespeare Traduit De L'Anglois, Par M. Le Tourneur : Dédié Au Roi. Tome Troisième|1778|French|Paris|France|NA
5148742|Shakespeare Traduit De L'Anglois, Par M. Le Tourneur : Dédié Au Roi. Tome Quatrième|1778|French|Paris|France|Chez L'Auteur, rue de Tournon, Et ; Chez Mérigot jeune, Libraire, quai des Augustins
5148743|Shakespeare Traduit De L'Anglois, Par M. Le Tourneur : Dédié Au Roi. Tome Sixième|1779|French|Paris|France|NA
5148744|Shakespeare Traduit De L'Anglois, Dédié Au Roi. Par M. Le Tourneur. Tome Septième|1780|French|Paris|France|Chez L'Auteur, rue de Tournon, Et ; Chez Mérigot jeune, Libraire, quai des Augustins
5148746|Shakespéar Traduit De L'Anglois, Par M. Le Tourneur. Dédié Au Roi. Tome Huitieme|1780|French|Paris|France|NA
5148748|Shakespeare Traduit De L'Anglois, Dédié Au Roi. Par M. Le Tourneur. Tome Dixième|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148750|Shakespeare Traduit De L'Anglois, Dédié Au Roi. Par M. Le Tourneur. Tome Onzième|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148752|Shakespeare Traduit De L'Anglois, Dédié Au Roi. Par M. Le Tourneur. Tome Douzième|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148753|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Treizième|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148755|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Quatorzieme|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148757|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur|1781|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148758|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Seiziéme|1782|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148783|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Dix-Septième|1782|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148784|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Dix-Huitième|1782|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148788|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Dix-Neuvième|1783|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5148789|Shakespeare Traduit De L'Anglais, Dédié Au Roi. Par M. Le Tourneur. Tome Vingtiéme|1782|French|Paris|France|Chez l'Auteur, cul-de-sac Saint-Dominique, prés le Luxembourg ; Et Mérigot jeune, Libraire, quai des Augustins
5149196|Mackbeth|1777|German|Prague|Czech Republic|bey Wolfgang Gerle
5165505|Le Marchand de Venise|1768|French|London|England|Grangé
5167677|Select English plays|1766|English|Göttingen|Germany|Bossiegel
5167733|Dramatische Werke|1801|German|Berlin|Germany|NA
5167735|The merry wives of Windsor|1766|Undetermined|London|England|NA
5168623|The Plays Of William Shakespeare, In Eight Volumes, With The Corrections And Illustrations Of Various Commentators; To which are added notes by Sam. Johnson|1765|English|London|England|Corbet;Tonson;Woodfall [u.a.]
5169097|König Heinrich IV. erster Theil. König Heinrich IV. zweyter Theil|1812|German|Vienna|Austria|Pichler
5169469|Shakespear's dramatische Werke|1826|German|Leipzig|Germany|Göschen
5170093|The Dramatick Writings Of Shakspere|1788|English|London|England|Bell
5170305|The works of Shakespear|1771|English|Edinburgh|Scotland|Donaldson
5171109|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5171110|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
5171525|William Shakspeare's Gedichte|1827|German|Vienna|Austria|Sollinger
5173712|König Johann von Engelland|1811|German|Berlin|Germany|Realschulbuchhandlung
5175361|The dramatic works of Shakspere|1801|English|Brunsvick|NA|NA
5180233|König Heinrich der Sechste|1829|German|Gotha|Germany|Hennings
5183430|Shakespeare's König Lear|1806|German|Jena|Germany|Frommann
5183434|Shakspeare's Schauspiele|1825|German|Leipzig|Germany|Brockhaus
5194100|Measure for measure|1826|English|London|England|J. Cumberland
5199653|Hamlet, treurspel|1826|Dutch|Amsterdam|Netherlands|bij M. Westerman en C. van Hulst
5203823|Hamlet, treurspel|1804|Dutch|Amsterdam|Netherlands|by Abraham Mars
5211703|Mr William Shakespeare, His comedies, histories and tragedies set out by himself in quarto...] [Texte imprimé|1768|English|London|England|J. and R. Touson
5211704|Mr William Shakespeare, His comedies, histories and tragedies set out by himself in quarto...|1768|English|London|England|J. and R. Touson
5225915|Der Sturm, der Sommernachtstraum|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225933|Die lustigen Weiber von Windsor|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225934|Maaß für Maaß|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225952|Romeo und Julie|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
5225953|Das Wintermährchen|1825|German|Leipzig|Germany|bei Georg Joachim Göschen
